Classifier,Evaluation,Correct,ModelTime,Time,NumOfFeature,Features
J48,InfoGainAttributeEval,7942.0,0.62959619,6.384067432,44,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1-Soil_Type19-Soil_Type17-Soil_Type36-Soil_Type25-Soil_Type18-Soil_Type15
J48,InfoGainAttributeEval,7922.0,0.623681197,6.242617424,43,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1-Soil_Type19-Soil_Type17-Soil_Type36-Soil_Type25-Soil_Type18
J48,InfoGainAttributeEval,7919.0,0.615815503,6.299953514,42,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1-Soil_Type19-Soil_Type17-Soil_Type36-Soil_Type25
J48,InfoGainAttributeEval,7923.0,0.621468693,6.253248492,41,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1-Soil_Type19-Soil_Type17-Soil_Type36
J48,InfoGainAttributeEval,7925.0,0.650653603,6.290662929,40,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1-Soil_Type19-Soil_Type17
J48,InfoGainAttributeEval,7925.0,0.638026558,6.21163467,39,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1-Soil_Type19
J48,InfoGainAttributeEval,7929.0,0.636717665,6.146668529,38,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10-Wilderness_Area1
J48,InfoGainAttributeEval,7912.0,0.610735198,6.056380691,37,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23-Soil_Type10
J48,InfoGainAttributeEval,7925.0,0.581419181,5.872626934,36,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4-Soil_Type23
J48,InfoGainAttributeEval,7907.0,0.579876599,5.871334593,35,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30-Soil_Type4
J48,InfoGainAttributeEval,7910.0,0.580923623,5.774955949,34,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34-Soil_Type30
J48,InfoGainAttributeEval,7896.0,0.577371044,5.709823787,33,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32-Soil_Type34
J48,InfoGainAttributeEval,7880.0,0.558731878,5.741596116,32,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13-Soil_Type32
J48,InfoGainAttributeEval,7876.0,0.580167207,5.557355781,31,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3-Soil_Type13
J48,InfoGainAttributeEval,7888.0,0.570074866,5.588341893,30,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0-Soil_Type3
J48,InfoGainAttributeEval,7892.0,0.548988048,5.407323639,29,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1-Soil_Type0
J48,InfoGainAttributeEval,7915.0,0.551528588,5.502426426,28,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21-Soil_Type1
J48,InfoGainAttributeEval,7924.0,0.537913682,5.27864252,27,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31-Soil_Type21
J48,InfoGainAttributeEval,7887.0,0.526797498,5.219908332,26,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11-Soil_Type31
J48,InfoGainAttributeEval,7887.0,0.506869394,5.070439853,25,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39-Soil_Type11
J48,InfoGainAttributeEval,7924.0,0.500947032,4.903187935,24,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16-Soil_Type39
J48,InfoGainAttributeEval,7893.0,0.494031586,4.932153097,23,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12-Soil_Type16
J48,InfoGainAttributeEval,7889.0,0.473047776,4.822137102,22,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22-Soil_Type12
J48,InfoGainAttributeEval,7842.0,0.468343478,4.765491814,21,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon-Soil_Type22
J48,InfoGainAttributeEval,7824.0,0.497968241,4.720416817,20,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5-Hillshade_Noon
J48,InfoGainAttributeEval,7800.0,0.448483432,4.633801068,19,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29-Soil_Type5
J48,InfoGainAttributeEval,7871.0,0.432284532,4.364752211,18,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope-Soil_Type29
J48,InfoGainAttributeEval,7862.0,0.51450849,4.464709094,17,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38-Slope
J48,InfoGainAttributeEval,7833.0,0.397602845,4.181437384,16,Elevation-Wilderness_Area3-Horizontal_Distance_To_Roadways-Horizontal_Distance_To_Fire_Points-Wilderness_Area0-Soil_Type9-Horizontal_Distance_To_Hydrology-Hillshade_9am-Wilderness_Area2-Soil_Type2-Vertical_Distance_To_Hydrology-Soil_Type37-Hillshade_3pm-Aspect-Soil_Type28-Soil_Type38
